Gene	numberofposfactors	txids	interpolyAdist
FBgn0036342	3	FBtr0075887_FBtr0332077_FBtr0345366	NA
FBgn0036353	2	FBtr0075864_FBtr0075865	148
FBgn0036361	2	FBtr0303093_FBtr0075854	142
FBgn0036365	2	FBtr0075852_FBtr0075851,FBtr0331533,FBtr0331534	2284
FBgn0036369	3	FBtr0075823,FBtr0075821,FBtr0075822_FBtr0075820,FBtr0345364_FBtr0331535	NA
FBgn0036374	2	FBtr0304904,FBtr0340705_FBtr0075812	846
FBgn0264001	5	FBtr0330343,FBtr0330344,FBtr0330346,FBtr0330347,FBtr0330348,FBtr0330349,FBtr0330350,FBtr0330354,FBtr0330356,FBtr0330357_FBtr0330345_FBtr0330352,FBtr0330353_FBtr0330355_FBtr0330351	NA
FBgn0043550	2	FBtr0333019_FBtr0075751	167
FBgn0264006	2	FBtr0330416_FBtr0330414,FBtr0330417,FBtr0330418,FBtr0330419,FBtr0330420,FBtr0333021	18312
FBgn0036389	2	FBtr0075759_FBtr0346645	1061
FBgn0263232	2	FBtr0333073_FBtr0345389	1061
FBgn0036391	2	FBtr0333026_FBtr0333027,FBtr0333028,FBtr0333029	3194
FBgn0061515	2	FBtr0075783,FBtr0075782,FBtr0304673,FBtr0304674,FBtr0333053_FBtr0333052	246
FBgn0036402	2	FBtr0075769,FBtr0304672_FBtr0343100	269
FBgn0026418	2	FBtr0075771,FBtr0075772,FBtr0075773,FBtr0304034,FBtr0304035,FBtr0304036,FBtr0304037_FBtr0333051	127
FBgn0267795	2	FBtr0075775,FBtr0075776,FBtr0334053_FBtr0114573	1214
FBgn0036410	2	FBtr0075779_FBtr0334054	230
FBgn0000411	2	FBtr0333036_FBtr0075746	316
FBgn0013718	2	FBtr0100040,FBtr0306624_FBtr0100039,FBtr0100041,FBtr0100042,FBtr0100043,FBtr0100044,FBtr0306619,FBtr0306620,FBtr0306622,FBtr0306623,FBtr0307191	750
FBgn0085273	2	FBtr0112438_FBtr0333033	130
FBgn0003459	2	FBtr0333041,FBtr0075728_FBtr0333042	580
FBgn0087007	2	FBtr0273426,FBtr0273423,FBtr0273427,FBtr0273422,FBtr0308596_FBtr0273424,FBtr0273425,FBtr0273428	163
FBgn0036427	2	FBtr0333038_FBtr0333039	41
FBgn0036428	3	FBtr0075723_FBtr0075724_FBtr0333037	NA
FBgn0003388	2	FBtr0304700_FBtr0075676,FBtr0333031	360
FBgn0036433	2	FBtr0301239_FBtr0075677,FBtr0075678	191
FBgn0013263	4	FBtr0075704,FBtr0075708,FBtr0100444_FBtr0075703_FBtr0075705,FBtr0075706,FBtr0333046_FBtr0333045,FBtr0075707,FBtr0100445	NA
FBgn0036451	3	FBtr0333075_FBtr0333074_FBtr0075693	NA
FBgn0029148	2	FBtr0075698_FBtr0333076	114
FBgn0036454	2	FBtr0110825_FBtr0075695	14519
FBgn0259099	2	FBtr0330139_FBtr0299510,FBtr0299509,FBtr0331181	438
FBgn0036461	2	FBtr0113171_FBtr0347146	166
FBgn0086690	2	FBtr0099993,FBtr0333940,FBtr0333946,FBtr0333939,FBtr0305977,FBtr0305979,FBtr0333942,FBtr0333943,FBtr0333941,FBtr0333945,FBtr0333947_FBtr0333944	160
FBgn0036484	2	FBtr0075640_FBtr0331830	333
FBgn0036485	2	FBtr0331831_FBtr0075641	98
FBgn0036502	2	FBtr0075604_FBtr0334085	251
FBgn0001099	2	FBtr0091757_FBtr0334082,FBtr0346516	210
FBgn0004228	2	FBtr0075602,FBtr0334084_FBtr0303786	49
FBgn0004396	2	FBtr0075557_FBtr0075558	1309
FBgn0036510	2	FBtr0306154,FBtr0306155,FBtr0306156,FBtr0331934_FBtr0075561	287
FBgn0036516	4	FBtr0301186_FBtr0300329_FBtr0075592_FBtr0332095	NA
FBgn0036518	2	FBtr0075567,FBtr0075568_FBtr0075569,FBtr0290065,FBtr0303510,FBtr0332092,FBtr0332093	6006
FBgn0004589	2	FBtr0303460_FBtr0075571	47
FBgn0014849	2	FBtr0075574_FBtr0332123	137
FBgn0085480	2	FBtr0112757,FBtr0308640_FBtr0345808	227
FBgn0010105	2	FBtr0075579_FBtr0333023	817
FBgn0036534	2	FBtr0100528,FBtr0075538,FBtr0075539_FBtr0304975	2266
FBgn0040230	2	FBtr0332133_FBtr0075505	344
FBgn0036537	2	FBtr0075537,FBtr0332134_FBtr0306855	281
FBgn0036538	2	FBtr0075536_FBtr0306854	197
FBgn0264908	3	FBtr0334972_FBtr0334973,FBtr0334974,FBtr0334975,FBtr0334976,FBtr0334980,FBtr0334982,FBtr0334983,FBtr0334970,FBtr0334971,FBtr0334977,FBtr0334978,FBtr0343800,FBtr0343801_FBtr0334981,FBtr0334979	NA
FBgn0000489	2	FBtr0075528_FBtr0075529	196
FBgn0036545	2	FBtr0075509,FBtr0273189_FBtr0333572	213
FBgn0036552	2	FBtr0302493_FBtr0075515	247
FBgn0259824	2	FBtr0075518,FBtr0330161_FBtr0333577	824
FBgn0005536	3	FBtr0075441,FBtr0308216,FBtr0333616_FBtr0308212_FBtr0112850,FBtr0112851,FBtr0112852,FBtr0301472,FBtr0301473,FBtr0301575,FBtr0308213,FBtr0308214,FBtr0308215	NA
FBgn0053258	2	FBtr0346790_FBtr0301030	145
FBgn0263602	2	FBtr0075498_FBtr0333600	656
FBgn0036565	2	FBtr0333599_FBtr0075497	190
FBgn0036566	2	FBtr0075444,FBtr0302503_FBtr0333598	297
FBgn0010280	2	FBtr0075449,FBtr0075450,FBtr0075451,FBtr0114589,FBtr0301911,FBtr0333290,FBtr0333291,FBtr0345951_FBtr0075448	283
FBgn0036576	2	FBtr0307519,FBtr0346525,FBtr0307520_FBtr0307521	1699
FBgn0036581	2	FBtr0301481_FBtr0333560	41
FBgn0266417	2	FBtr0344399,FBtr0344400_FBtr0344401,FBtr0344398	286
FBgn0036621	3	FBtr0331173_FBtr0075423_FBtr0333265	NA
FBgn0266099	2	FBtr0343550_FBtr0343551	140
FBgn0014163	2	FBtr0100477_FBtr0331175,FBtr0331176,FBtr0075413,FBtr0100478,FBtr0075412	782
FBgn0263131	2	FBtr0307368_FBtr0307367	10196
FBgn0026061	2	FBtr0075399,FBtr0075398_FBtr0345813	181
FBgn0262732	2	FBtr0075393,FBtr0305569,FBtr0330137_FBtr0075394,FBtr0305570	463
FBgn0000017	2	FBtr0075357,FBtr0330130,FBtr0330131,FBtr0330132,FBtr0330133,FBtr0330134,FBtr0330135,FBtr0330136_FBtr0112790,FBtr0345369	6504
FBgn0260960	2	FBtr0075356_FBtr0075355	399
FBgn0040512	2	FBtr0075353_FBtr0075352,FBtr0075351	275
FBgn0063485	2	FBtr0075350,FBtr0306151,FBtr0306152_FBtr0100145	1161
FBgn0000414	2	FBtr0305084,FBtr0305085,FBtr0305086,FBtr0330189,FBtr0330190,FBtr0333625,FBtr0333626_FBtr0075318	160
FBgn0036656	2	FBtr0299542_FBtr0345347	832
FBgn0004108	2	FBtr0075323,FBtr0304018_FBtr0075322	635
FBgn0036660	2	FBtr0333610_FBtr0075346	918
FBgn0036663	2	FBtr0075341,FBtr0305915,FBtr0333609_FBtr0305916,FBtr0333608,FBtr0345074,FBtr0075344	676
FBgn0261565	2	FBtr0302786,FBtr0302787_FBtr0302776,FBtr0302777,FBtr0302778,FBtr0302779,FBtr0302780,FBtr0302781,FBtr0302782,FBtr0302783,FBtr0302784,FBtr0302785,FBtr0306704,FBtr0332703,FBtr0346965	15331
FBgn0036677	2	FBtr0075307_FBtr0345805	424
FBgn0036678	3	FBtr0075302,FBtr0075303,FBtr0075306_FBtr0075301,FBtr0075304,FBtr0113173_FBtr0075300,FBtr0075305,FBtr0113174,FBtr0305577	NA
FBgn0010352	2	FBtr0075264,FBtr0075267,FBtr0075268,FBtr0075269,FBtr0112860,FBtr0333214_FBtr0075263,FBtr0075266	644
FBgn0261872	2	FBtr0301554_FBtr0091474,FBtr0345067	4075
FBgn0260943	6	FBtr0113427_FBtr0290066_FBtr0075285_FBtr0113428,FBtr0310006_FBtr0310005_FBtr0333861	NA
FBgn0036702	2	FBtr0075251_FBtr0075252	134
FBgn0036725	2	FBtr0075219,FBtr0333689_FBtr0333688	2178
FBgn0036728	2	FBtr0075222,FBtr0302510,FBtr0333691_FBtr0302509	321
FBgn0259174	2	FBtr0299642,FBtr0299645,FBtr0299646,FBtr0299647,FBtr0299648,FBtr0300520,FBtr0331843,FBtr0331844_FBtr0300519	284
FBgn0023197	2	FBtr0303101_FBtr0075207	1338
FBgn0025455	2	FBtr0075206,FBtr0075205_FBtr0333124,FBtr0333125	1505
FBgn0000567	2	FBtr0075204,FBtr0075202,FBtr0075203,FBtr0305796_FBtr0100411	1486
FBgn0036741	2	FBtr0075182_FBtr0333121	491
FBgn0036742	2	FBtr0300284_FBtr0345385	126
FBgn0036746	2	FBtr0075196_FBtr0330162,FBtr0345384	1810
FBgn0085280	2	FBtr0301012_FBtr0112445	415
FBgn0036759	2	FBtr0075162_FBtr0347063	1141
FBgn0036761	2	FBtr0075160_FBtr0345815	90
FBgn0036762	2	FBtr0331810_FBtr0075140	229
FBgn0036763	2	FBtr0331811_FBtr0075141	264
FBgn0036765	2	FBtr0300282_FBtr0075142,FBtr0300281	971
FBgn0000568	3	FBtr0075151,FBtr0347013,FBtr0075148,FBtr0306813_FBtr0075150,FBtr0075149_FBtr0306814	NA
FBgn0264747	2	FBtr0334130_FBtr0334131	159
FBgn0264746	2	FBtr0344998_FBtr0344997	98
FBgn0036773	2	FBtr0333698_FBtr0075137	715
FBgn0052195	2	FBtr0333696,FBtr0333697_FBtr0075125	3175
FBgn0036778	2	FBtr0075135_FBtr0332863	1161
FBgn0036780	2	FBtr0075127_FBtr0332861	180
FBgn0003997	2	FBtr0332862_FBtr0075133	1828
FBgn0036789	2	FBtr0089387,FBtr0330088_FBtr0332867,FBtr0346968	1365
FBgn0036799	2	FBtr0332869_FBtr0100555,FBtr0344520	16072
FBgn0013717	2	FBtr0290259_FBtr0346438	501
FBgn0036805	2	FBtr0075092_FBtr0345383	249
FBgn0036806	2	FBtr0075091_FBtr0345812	270
FBgn0036808	2	FBtr0075090,FBtr0334056_FBtr0334057	667
FBgn0001078	2	FBtr0075087,FBtr0075086_FBtr0304627,FBtr0347045	1142
FBgn0036819	2	FBtr0333708_FBtr0075062	274
FBgn0025807	2	FBtr0112917_FBtr0075080	851
FBgn0036821	2	FBtr0302322_FBtr0333712,FBtr0075077,FBtr0075078	403
FBgn0036828	2	FBtr0075068_FBtr0346816	73
FBgn0036830	2	FBtr0309797_FBtr0299821	4714
FBgn0036833	2	FBtr0075048_FBtr0333710	94
FBgn0036842	2	FBtr0075037_FBtr0332648	372
FBgn0036844	3	FBtr0075035_FBtr0075036,FBtr0330089_FBtr0333220	NA
FBgn0036851	2	FBtr0330091,FBtr0330092_FBtr0346533	1462
FBgn0016797	3	FBtr0075029,FBtr0075028,FBtr0330195,FBtr0299586,FBtr0330194_FBtr0112890_FBtr0332735	NA
FBgn0036853	3	FBtr0075022_FBtr0333224_FBtr0346548	NA
FBgn0026630	3	FBtr0075020_FBtr0075021_FBtr0075019	NA
FBgn0260857	2	FBtr0074989_FBtr0074990	283
FBgn0017578	3	FBtr0310276_FBtr0075018_FBtr0345391	NA
FBgn0036862	2	FBtr0075014,FBtr0331425,FBtr0332155_FBtr0345390	564
FBgn0003089	10	FBtr0075012_FBtr0075013,FBtr0333897_FBtr0075004_FBtr0075007_FBtr0075005_FBtr0075008_FBtr0075009_FBtr0075010_FBtr0075011_FBtr0075003,FBtr0300340	NA
FBgn0052214	2	FBtr0273411_FBtr0333843	291
FBgn0036872	2	FBtr0074930_FBtr0333844	93
FBgn0036875	3	FBtr0345146,FBtr0290043_FBtr0345147,FBtr0290044,FBtr0333846_FBtr0333847	NA
FBgn0036876	2	FBtr0074979_FBtr0333845	205
FBgn0005564	3	FBtr0074973_FBtr0333273_FBtr0112853	NA
FBgn0260655	2	FBtr0074966_FBtr0333896	253
FBgn0036896	2	FBtr0302513_FBtr0074964,FBtr0074963,FBtr0074965	1012
FBgn0036897	4	FBtr0306354_FBtr0290116_FBtr0074962_FBtr0331862	NA
FBgn0036899	2	FBtr0074960,FBtr0331861_FBtr0273407,FBtr0331860	312
FBgn0036908	2	FBtr0074927_FBtr0333878	185
FBgn0036911	2	FBtr0089595,FBtr0089596,FBtr0332728,FBtr0310477_FBtr0332727	80
FBgn0013799	2	FBtr0074882,FBtr0100666,FBtr0310476,FBtr0332726_FBtr0332153	1163
FBgn0003744	2	FBtr0074922_FBtr0332154	527
FBgn0262518	3	FBtr0308832_FBtr0308833_FBtr0074921	NA
FBgn0014037	2	FBtr0074920_FBtr0302047,FBtr0344257	2285
FBgn0036918	2	FBtr0074894_FBtr0330181	197
FBgn0036922	3	FBtr0331801_FBtr0074913,FBtr0331802_FBtr0346534	NA
FBgn0036926	2	FBtr0074900,FBtr0074901_FBtr0344084	357
FBgn0036927	2	FBtr0344085,FBtr0074909,FBtr0074908_FBtr0302049	390
FBgn0036928	2	FBtr0074903_FBtr0332719	139
FBgn0036929	2	FBtr0074904_FBtr0332720	230
FBgn0261574	2	FBtr0332722_FBtr0332721,FBtr0346077	97
FBgn0036932	2	FBtr0302366_FBtr0074872	103
FBgn0036934	2	FBtr0074871_FBtr0332667	1503
FBgn0036949	2	FBtr0074858_FBtr0332696	309
FBgn0036950	2	FBtr0302721_FBtr0332691	451
FBgn0036951	2	FBtr0074856_FBtr0332695	146
FBgn0036953	2	FBtr0074823_FBtr0332692	231
FBgn0036958	3	FBtr0302113,FBtr0306326,FBtr0306329,FBtr0308204_FBtr0074850,FBtr0074851_FBtr0306327,FBtr0306328	NA
FBgn0036967	2	FBtr0074837,FBtr0344228_FBtr0074838,FBtr0332775	317
FBgn0003124	2	FBtr0100318_FBtr0074839	263
FBgn0262057	2	FBtr0074841,FBtr0074842_FBtr0345816	169
FBgn0036974	3	FBtr0331817_FBtr0078173,FBtr0078174,FBtr0078175,FBtr0078176,FBtr0078177,FBtr0078178_FBtr0331818	NA
FBgn0011205	2	FBtr0078186,FBtr0078188,FBtr0078190,FBtr0307392_FBtr0078187,FBtr0078189,FBtr0307393	459
FBgn0036988	2	FBtr0078230_FBtr0310615	138
FBgn0052428	3	FBtr0078222_FBtr0300452_FBtr0303381	NA
FBgn0052425	2	FBtr0078204,FBtr0113436_FBtr0078202,FBtr0078203,FBtr0078205	3049
FBgn0001323	2	FBtr0346815_FBtr0078212	984
FBgn0037017	2	FBtr0078280_FBtr0345811	135
FBgn0040634	2	FBtr0078246_FBtr0345810	58
FBgn0016696	2	FBtr0304935,FBtr0304936,FBtr0331523_FBtr0078247,FBtr0078250	94
FBgn0037025	2	FBtr0078255_FBtr0321284	112
FBgn0037026	2	FBtr0331529,FBtr0331528_FBtr0078272	259
FBgn0259243	4	FBtr0302637_FBtr0299891_FBtr0299892,FBtr0300531,FBtr0302638_FBtr0299893,FBtr0300528,FBtr0300529,FBtr0300530,FBtr0300532,FBtr0300533,FBtr0300534,FBtr0300535,FBtr0302639,FBtr0302640,FBtr0302641,FBtr0302642,FBtr0302643	NA
FBgn0037030	2	FBtr0078262_FBtr0345826	118
FBgn0037031	2	FBtr0333371_FBtr0078264,FBtr0300873	754
FBgn0259972	2	FBtr0300317_FBtr0346540	774
FBgn0003415	2	FBtr0333284,FBtr0078328,FBtr0112830_FBtr0078329	1317
FBgn0259239	2	FBtr0299857_FBtr0305981	1151
FBgn0037060	2	FBtr0307385_FBtr0307386,FBtr0307387,FBtr0331854	737
FBgn0004865	3	FBtr0306158_FBtr0306157_FBtr0078306,FBtr0078307	NA
FBgn0012034	2	FBtr0078414,FBtr0333126_FBtr0078413	487
FBgn0037065	2	FBtr0078411,FBtr0332860,FBtr0078410_FBtr0345804	262
FBgn0259785	2	FBtr0331793_FBtr0078336	269
FBgn0000551	2	FBtr0344634_FBtr0078408	421
FBgn0037070	3	FBtr0331798,FBtr0078406,FBtr0321282_FBtr0078407,FBtr0321283_FBtr0345883	NA
FBgn0086913	2	FBtr0112677,FBtr0112678,FBtr0301529,FBtr0331794,FBtr0331795_FBtr0345428	837
FBgn0037074	2	FBtr0078404_FBtr0331797	469
FBgn0261258	2	FBtr0309230,FBtr0333385,FBtr0333386_FBtr0078346	355
FBgn0005694	2	FBtr0078349,FBtr0078350,FBtr0330156_FBtr0078348	1148
FBgn0037085	2	FBtr0078394_FBtr0332718	3959
FBgn0015239	2	FBtr0078389,FBtr0078390_FBtr0303654,FBtr0303653,FBtr0078391,FBtr0078392	49
FBgn0037093	2	FBtr0078357,FBtr0332716_FBtr0078358	528
FBgn0029152	2	FBtr0078384,FBtr0305331_FBtr0078383	647
FBgn0053289	2	FBtr0305327_FBtr0305326	594
FBgn0263911	2	FBtr0078382_FBtr0333464	107
FBgn0028663	2	FBtr0078369_FBtr0333454	517
FBgn0037098	2	FBtr0346817_FBtr0346818,FBtr0346819	110
FBgn0037107	2	FBtr0333393_FBtr0301161	1393
FBgn0037108	2	FBtr0078422_FBtr0333392	255
FBgn0037109	2	FBtr0302592_FBtr0078464,FBtr0333972	1796
FBgn0052447	3	FBtr0078461_FBtr0333969_FBtr0333970	NA
FBgn0262737	4	FBtr0301364,FBtr0304980,FBtr0304983,FBtr0304984_FBtr0332736_FBtr0078468,FBtr0304981,FBtr0304982_FBtr0078470,FBtr0111017,FBtr0333222,FBtr0346820	NA
FBgn0037142	2	FBtr0078472_FBtr0334088	414
FBgn0037143	2	FBtr0078473_FBtr0345135	699
FBgn0037146	2	FBtr0078477_FBtr0309869	1818
FBgn0037153	2	FBtr0301492_FBtr0333219	4910
FBgn0004179	3	FBtr0334746_FBtr0078494,FBtr0344983_FBtr0078493,FBtr0078495,FBtr0334747	NA
FBgn0025702	2	FBtr0306594,FBtr0306596,FBtr0306597_FBtr0078496,FBtr0303599,FBtr0303600,FBtr0304724,FBtr0306595,FBtr0334748,FBtr0334749,FBtr0334750	912
FBgn0004449	2	FBtr0306107,FBtr0330159_FBtr0078509	940
FBgn0037171	3	FBtr0331779_FBtr0347082_FBtr0347081	NA
FBgn0037182	2	FBtr0078540,FBtr0330173,FBtr0330174,FBtr0330175,FBtr0331775,FBtr0113186_FBtr0078539	95
FBgn0052452	2	FBtr0078524_FBtr0345591	198
FBgn0037186	3	FBtr0078536_FBtr0113188_FBtr0347061	NA
FBgn0052451	2	FBtr0078531,FBtr0078532,FBtr0113437,FBtr0302134,FBtr0306600,FBtr0332105_FBtr0078533	2396
FBgn0027339	2	FBtr0100184,FBtr0333211,FBtr0333212,FBtr0333213,FBtr0330076_FBtr0304985,FBtr0078582	6744
FBgn0037199	2	FBtr0078577_FBtr0347060	313
FBgn0010348	2	FBtr0078575,FBtr0078574,FBtr0078573,FBtr0332054,FBtr0078571,FBtr0112858,FBtr0299907_FBtr0299906	128
FBgn0037206	2	FBtr0331396,FBtr0331397_FBtr0078560,FBtr0331398	8774
FBgn0262509	2	FBtr0304830,FBtr0304831,FBtr0304833,FBtr0304834,FBtr0304836_FBtr0333221	2023
FBgn0024733	2	FBtr0299869,FBtr0299870_FBtr0333910	446
FBgn0266347	2	FBtr0332872,FBtr0308331,FBtr0308332_FBtr0300118,FBtr0308330,FBtr0346707	3237
FBgn0052230	2	FBtr0070040,FBtr0070041_FBtr0331408	4339
FBgn0250816	2	FBtr0301725_FBtr0299880,FBtr0299881,FBtr0299882	40184
FBgn0044510	2	FBtr0111144_FBtr0111146,FBtr0111147	5399
FBgn0028993	2	FBtr0113750_FBtr0113751,FBtr0113752,FBtr0339923	23705
FBgn0058002	2	FBtr0339924_FBtr0113773	300
FBgn0260008	4	FBtr0301783,FBtr0301784_FBtr0301785_FBtr0333873_FBtr0343636	NA
FBgn0058160	2	FBtr0113813,FBtr0301797,FBtr0301802,FBtr0301803,FBtr0301804_FBtr0333380	3427
FBgn0063670	2	FBtr0333870,FBtr0333871,FBtr0333872_FBtr0113841	1247
FBgn0024804	3	FBtr0331780_FBtr0113715_FBtr0331781,FBtr0331782,FBtr0331783	NA
FBgn0020660	2	FBtr0113679,FBtr0113681_FBtr0113680,FBtr0334940	13697
FBgn0039959	2	FBtr0334934_FBtr0113748	44099
FBgn0039955	3	FBtr0113990,FBtr0113991_FBtr0344573_FBtr0113989	NA
FBgn0058198	2	FBtr0301809_FBtr0333189	898
FBgn0037213	2	FBtr0078962_FBtr0078961	2278
FBgn0037222	2	FBtr0089687_FBtr0089688,FBtr0309258	155
FBgn0041605	3	FBtr0310506_FBtr0078897,FBtr0078898,FBtr0078899,FBtr0078900,FBtr0078901,FBtr0100499,FBtr0100500,FBtr0113337,FBtr0113338,FBtr0113340,FBtr0113341,FBtr0300789,FBtr0301768,FBtr0301769,FBtr0301770,FBtr0301772_FBtr0078902,FBtr0301771,FBtr0310614,FBtr0336482	NA
FBgn0261086	2	FBtr0078957,FBtr0339551_FBtr0336485	1135
FBgn0037234	3	FBtr0336484_FBtr0078907,FBtr0336483_FBtr0100617	NA
FBgn0027866	2	FBtr0078956_FBtr0078955	243
FBgn0037236	2	FBtr0344740_FBtr0078953	559
FBgn0037241	2	FBtr0302339_FBtr0078919	112
FBgn0086608	2	FBtr0110805_FBtr0308807,FBtr0308808,FBtr0308809	1854
FBgn0037242	2	FBtr0078950_FBtr0339552	185
FBgn0086605	2	FBtr0078949,FBtr0113192_FBtr0344215	177
FBgn0037248	2	FBtr0301244,FBtr0336458_FBtr0078946	405
FBgn0037249	2	FBtr0078944_FBtr0346646	119
FBgn0051522	2	FBtr0078942,FBtr0078939,FBtr0335431,FBtr0306344_FBtr0078941,FBtr0306343,FBtr0335432	535
FBgn0085386	3	FBtr0112568_FBtr0303867_FBtr0335239	NA
FBgn0087012	2	FBtr0300474_FBtr0078854,FBtr0078855,FBtr0339395,FBtr0339397	4242
FBgn0263346	3	FBtr0308849,FBtr0308850,FBtr0308851_FBtr0308852,FBtr0308853,FBtr0308855,FBtr0308856,FBtr0308857_FBtr0308854,FBtr0308858	NA
FBgn0027570	2	FBtr0078891,FBtr0305133_FBtr0333922	340
FBgn0026620	2	FBtr0089950,FBtr0089951,FBtr0089949,FBtr0089952,FBtr0089953,FBtr0332445,FBtr0306654,FBtr0089955,FBtr0302614,FBtr0302615,FBtr0332446_FBtr0302613,FBtr0302616	758
FBgn0260794	2	FBtr0301437,FBtr0303912,FBtr0303915,FBtr0344028,FBtr0303911,FBtr0303914,FBtr0303917,FBtr0344030_FBtr0334902,FBtr0334903,FBtr0344029	761
FBgn0037279	2	FBtr0078870,FBtr0345175_FBtr0078871,FBtr0345174	213
FBgn0037282	3	FBtr0078875_FBtr0334901_FBtr0334900	NA
FBgn0265082	3	FBtr0336810_FBtr0336812_FBtr0336809,FBtr0336811	NA
FBgn0004436	2	FBtr0306106_FBtr0078849	1024
FBgn0259212	3	FBtr0299710_FBtr0334910,FBtr0300525,FBtr0334911,FBtr0334912,FBtr0334913_FBtr0299709	NA
FBgn0037298	2	FBtr0078828_FBtr0078829	92
FBgn0260462	2	FBtr0303994_FBtr0078822,FBtr0078823	5501
FBgn0264785	4	FBtr0334276_FBtr0334275_FBtr0344333_FBtr0334274	NA
FBgn0013576	4	FBtr0333694_FBtr0078816,FBtr0078815,FBtr0078813,FBtr0333695,FBtr0100197,FBtr0110932,FBtr0078812,FBtr0078818,FBtr0078811,FBtr0100199,FBtr0110933,FBtr0273434,FBtr0306694,FBtr0308581,FBtr0273432,FBtr0273433,FBtr0306695,FBtr0308580,FBtr0273431_FBtr0273430_FBtr0078817,FBtr0078814,FBtr0078810	NA
FBgn0264712	3	FBtr0078792_FBtr0309312_FBtr0333810	NA
FBgn0037326	3	FBtr0339972_FBtr0078679,FBtr0347006_FBtr0334742	NA
FBgn0037329	2	FBtr0078680_FBtr0078681	27
FBgn0010051	2	FBtr0078686,FBtr0078687_FBtr0344265	127
FBgn0014342	2	FBtr0300009,FBtr0346136_FBtr0089313	242
FBgn0037340	2	FBtr0078754_FBtr0336763	145
FBgn0015324	2	FBtr0078700,FBtr0078701_FBtr0346137	657
FBgn0250753	2	FBtr0078750,FBtr0078746,FBtr0078747,FBtr0078748,FBtr0078749,FBtr0078745_FBtr0078744	509
FBgn0017550	2	FBtr0345140,FBtr0078742_FBtr0078741	68
FBgn0027951	2	FBtr0078733,FBtr0078734,FBtr0330315_FBtr0290206	464
FBgn0037358	2	FBtr0078732_FBtr0334953	193
FBgn0027608	5	FBtr0300912_FBtr0078676,FBtr0300913_FBtr0078675,FBtr0300906_FBtr0078674,FBtr0300909,FBtr0300911,FBtr0078672,FBtr0300907,FBtr0300910_FBtr0306153	NA
FBgn0037374	2	FBtr0078625_FBtr0078624	545
FBgn0037375	2	FBtr0300736,FBtr0300737,FBtr0300738,FBtr0300739_FBtr0078627,FBtr0078628,FBtr0300740,FBtr0300741	129
FBgn0037379	2	FBtr0078631_FBtr0335518	1245
FBgn0263353	2	FBtr0113195_FBtr0308953	4481
FBgn0037383	2	FBtr0344117_FBtr0078666	1501
FBgn0026077	2	FBtr0078619_FBtr0112922	4204
FBgn0037402	2	FBtr0078585,FBtr0309511_FBtr0309512	983
FBgn0037411	2	FBtr0078594_FBtr0310414	252
FBgn0027527	2	FBtr0078596_FBtr0346344	301
FBgn0267698	3	FBtr0334541_FBtr0081714,FBtr0081715,FBtr0081716,FBtr0334539,FBtr0334540_FBtr0334542,FBtr0334543,FBtr0334544	NA
FBgn0261641	3	FBtr0303015_FBtr0303014_FBtr0303017,FBtr0334545,FBtr0345075,FBtr0345076,FBtr0303013	NA
FBgn0027514	2	FBtr0290212_FBtr0332175,FBtr0332176	1047
FBgn0037442	2	FBtr0081720_FBtr0081721,FBtr0081722,FBtr0113198	515
FBgn0264495	4	FBtr0334322_FBtr0303787,FBtr0303788_FBtr0303789_FBtr0303790	NA
FBgn0037445	2	FBtr0081730,FBtr0330192_FBtr0330193	1609
FBgn0053202	2	FBtr0081704_FBtr0336453	1132
FBgn0250846	2	FBtr0301286,FBtr0337025_FBtr0337024	1916
FBgn0026565	2	FBtr0081699_FBtr0337022	47
FBgn0026566	2	FBtr0301623,FBtr0339933_FBtr0346140	260
FBgn0260642	3	FBtr0081646_FBtr0081655,FBtr0081654_FBtr0081648,FBtr0081652,FBtr0081653,FBtr0081656,FBtr0081647,FBtr0081649,FBtr0081650,FBtr0081651	NA
FBgn0037468	2	FBtr0081635,FBtr0081636_FBtr0334668	190
FBgn0261238	2	FBtr0081614,FBtr0113200,FBtr0081613,FBtr0334673,FBtr0081612,FBtr0334672,FBtr0334677_FBtr0300494,FBtr0300495,FBtr0330367,FBtr0334674,FBtr0334675,FBtr0334676	3087
FBgn0014863	2	FBtr0081617,FBtr0081616_FBtr0346967	672
FBgn0250732	2	FBtr0334671_FBtr0114531,FBtr0091512	302
FBgn0086372	3	FBtr0305153_FBtr0305154_FBtr0081572,FBtr0302183,FBtr0302184,FBtr0305155,FBtr0334886,FBtr0334887,FBtr0334888	NA
FBgn0037483	2	FBtr0081573_FBtr0346144	88
FBgn0250845	2	FBtr0334889_FBtr0081604	823
FBgn0045843	2	FBtr0081581_FBtr0081580	178
FBgn0037498	2	FBtr0081591_FBtr0339731	285
FBgn0015577	2	FBtr0302354_FBtr0302355	176
FBgn0261393	2	FBtr0081547_FBtr0307274	733
FBgn0083963	2	FBtr0301072_FBtr0333927	1010
FBgn0037512	2	FBtr0081738_FBtr0339179	295
FBgn0037515	2	FBtr0081740,FBtr0339180_FBtr0339181	147
FBgn0037521	2	FBtr0081771_FBtr0331691,FBtr0331692	1330
FBgn0085413	2	FBtr0112625,FBtr0302036,FBtr0304919,FBtr0304920,FBtr0344342_FBtr0304918	1492
